BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT
2257.74,0.33,8549.11,2363.1,6110.47,1494.6,0.35,0.68,0.97,0.11,3,93,10449.77,5661.17,2488.69,0.48,10,High Spender
2040.1,0.63,9617.36,6864.64,6676.76,1580.12,0.21,0.63,0.69,0.44,4,70,13796.74,13983.92,967.32,0.23,7,High Spender
3437.32,0.83,2413.61,7469.41,4001.39,3202.59,0.98,0.81,0.84,0.45,25,98,6923.48,5046.41,2406.66,0.6,8,Moderate User
1249.34,0.17,7620.96,3051.69,9112.17,418.59,0.54,0.56,0.95,0.87,8,48,12878.32,8342.85,825.23,0.6,7,Moderate User
3201.25,0.93,5738.69,4750.09,507.01,3902.06,0.32,0.19,0.06,0.33,20,45,5775.55,10082.41,4561.96,0.36,8,Moderate User
4387.45,0.53,318.07,975.39,8181.17,5858.39,0.66,0.05,0.15,0.68,10,39,9256.28,11530.47,2158.83,0.17,11,Installment User
2090.66,0.92,5429.16,1730.95,5537.94,4243.68,0.66,0.72,0.81,0.3,22,73,9025.39,9803.33,1584.73,0.72,12,Installment User
4555.08,0.21,8059.4,615.71,6112.04,7760.4,0.35,0.44,0.88,0.31,22,52,1675.61,1886.13,3930.77,0.3,6,High Spender
4965.82,0.6,2761.23,5601.65,9868.26,3693.61,0.99,0.22,0.0,0.71,23,61,18862.64,10305.9,2740.16,0.93,6,Moderate User
530.46,0.4,8973.62,6252.63,5826.48,106.07,0.81,0.25,0.95,0.56,27,2,15317.03,14.31,687.61,0.39,8,High Spender
1165.27,0.77,2362.6,9161.2,7970.28,3760.99,0.4,0.15,0.45,0.37,6,1,12154.87,5039.12,556.01,0.01,6,Moderate User
4751.9,0.61,764.73,5421.85,1535.31,7439.06,0.66,0.28,0.46,0.48,1,53,7145.8,7178.14,1338.52,0.54,9,One-off Purchaser
4791.64,0.49,1599.39,2606.11,8092.9,766.89,0.71,0.79,0.88,0.84,28,50,16682.54,6184.02,3823.76,0.51,11,Moderate User
488.54,0.91,8370.03,594.74,7610.73,1783.74,0.17,0.62,0.29,0.75,23,98,14386.29,3949.88,2257.61,0.35,10,High Spender
74.99,0.38,4173.06,8849.53,9681.1,5724.47,0.88,0.99,0.58,0.93,22,45,3641.03,12882.88,935.1,0.13,6,Cash Advance User
805.5,0.22,7969.46,4788.58,9357.11,2352.81,0.83,0.52,0.33,0.88,26,94,11717.88,14896.58,194.86,0.68,6,Moderate User
4980.06,0.61,5312.33,7373.22,2139.87,6121.93,0.76,0.52,0.11,0.67,22,18,6012.34,9900.51,1857.26,0.3,6,Cash Advance User
900.0,0.62,4805.59,146.49,4649.33,3354.59,0.22,0.19,0.36,0.19,20,21,14798.14,1860.93,1175.74,0.05,10,Moderate User
2512.74,0.44,8069.13,4881.39,9114.83,6368.54,0.14,0.59,0.17,0.36,1,18,9026.3,2797.44,4744.39,0.91,10,High Spender
4242.09,0.49,4234.88,3257.23,6407.65,4412.26,0.18,0.61,0.52,0.55,11,20,5820.5,53.78,1005.25,0.16,10,Cash Advance User
102.01,0.96,8020.33,303.31,4637.0,659.75,0.09,0.21,0.53,0.03,16,26,18447.58,5505.11,3514.76,0.15,8,High Spender
3022.44,0.73,1006.62,7756.73,1089.39,3089.09,0.94,0.09,0.44,0.68,5,20,18304.02,12302.26,1145.33,0.15,10,One-off Purchaser
1385.13,0.11,6363.11,5129.02,3517.58,2665.99,0.85,0.37,0.17,0.98,0,79,16597.27,3525.63,322.58,0.24,8,Moderate User
4311.67,0.21,7025.87,3331.8,6652.4,6480.65,0.09,0.17,0.12,0.83,22,54,2821.0,6059.81,53.47,0.23,10,Cash Advance User
1417.31,0.98,8990.97,8057.98,7769.14,4999.03,0.68,0.5,0.1,0.69,8,28,15345.36,14252.41,1333.64,0.14,6,High Spender
3433.78,0.73,2243.24,4469.23,4471.67,6219.21,0.25,0.53,0.11,0.68,9,32,2540.61,7965.64,4537.61,0.76,9,Cash Advance User
3371.1,0.92,6042.2,34.98,558.44,2977.2,0.02,0.61,0.29,0.9,21,74,2986.24,14099.49,1179.22,0.72,8,Moderate User
1107.47,0.3,4332.57,9444.48,6331.72,5533.95,0.29,0.6,0.0,0.31,5,9,4088.19,748.9,2763.68,0.04,11,Cash Advance User
174.0,0.74,3827.72,2556.83,9215.86,521.88,0.44,0.67,0.06,0.45,0,20,14093.91,10109.58,1207.84,0.12,10,Moderate User
2046.25,0.71,1067.14,8305.76,4964.11,293.79,0.02,0.23,0.47,0.66,27,16,8296.86,1965.62,3567.53,0.79,7,Moderate User
1445.97,0.29,1342.33,8164.15,9284.25,2299.74,0.32,0.73,0.18,0.57,15,57,17028.01,439.9,3837.21,0.53,7,Moderate User
4044.89,0.55,8369.88,1623.74,3541.01,6189.59,0.7,0.52,0.26,0.84,9,62,15173.69,3970.34,1042.24,0.21,7,High Spender
4001.82,0.63,7497.53,4740.03,8863.66,4272.7,0.23,0.44,0.35,0.37,28,61,15582.46,291.37,259.29,0.79,10,Cash Advance User
2285.12,0.48,3823.41,401.99,7863.4,3270.57,0.48,0.65,0.04,0.42,13,73,18686.74,2403.4,657.37,0.74,12,Installment User
3032.56,0.83,8284.87,3545.52,9617.42,7173.08,0.89,0.5,0.22,0.25,13,92,12295.38,3014.61,2456.2,0.73,7,High Spender
3021.3,0.83,807.66,7309.79,7910.21,3978.89,0.03,0.53,0.78,0.64,23,5,17211.32,14949.94,2019.73,0.08,7,Moderate User
4135.79,0.85,6247.74,2370.69,3214.8,4907.11,0.79,0.02,0.34,0.39,13,9,5871.2,888.18,511.33,0.75,9,Cash Advance User
2125.01,0.8,8681.76,1171.28,9005.68,7886.63,0.38,0.8,0.19,0.55,12,45,18440.39,14260.39,580.39,0.4,12,High Spender
1377.23,0.49,8388.64,5071.24,6697.31,4179.14,0.54,0.42,0.2,0.06,1,70,18847.37,5754.63,2792.6,0.22,8,High Spender
1325.17,0.38,3727.83,5369.86,1620.69,6268.02,0.23,0.52,0.98,0.7,19,10,8418.92,8141.94,4963.46,0.46,8,One-off Purchaser
2680.96,0.83,7452.34,6758.29,459.65,3310.6,0.58,0.39,0.15,0.53,22,42,7339.49,502.73,4633.27,0.3,11,One-off Purchaser
2245.74,0.49,4274.68,7591.38,3658.46,290.72,0.73,0.55,0.91,0.74,1,57,6668.01,80.42,4431.88,0.87,12,Moderate User
2200.6,0.25,8401.38,6958.1,7868.64,6675.78,0.2,0.05,0.08,0.25,17,37,10135.19,3670.31,379.97,0.52,10,High Spender
455.69,0.51,5307.62,8454.12,6182.15,7555.24,0.34,0.38,0.87,0.86,4,22,13577.7,10304.74,567.88,0.7,9,Cash Advance User
3593.02,0.14,7648.57,2229.06,5271.27,3475.06,0.57,0.67,0.51,0.87,25,45,10627.32,10410.34,3548.57,0.09,11,Moderate User
1068.68,0.69,785.72,5697.67,37.28,4029.09,0.42,0.94,0.61,0.44,3,31,11023.85,8781.35,4441.98,0.32,8,One-off Purchaser
984.77,0.34,5900.26,3600.95,4355.01,3393.1,0.29,0.85,0.25,0.1,24,88,2150.61,6949.3,1504.41,0.68,8,Moderate User
2063.79,0.26,5502.84,9621.12,1577.23,7975.25,0.45,0.96,0.9,0.51,6,66,18045.05,3603.53,2490.29,0.28,7,One-off Purchaser
1138.89,0.96,6099.77,4402.8,4545.67,7226.89,0.29,0.78,0.59,0.65,27,91,4313.89,12558.82,1954.24,0.57,10,Cash Advance User
2919.29,0.78,6956.42,9597.14,9917.7,328.81,0.3,0.63,0.68,0.6,3,8,14718.02,8598.09,682.84,0.28,7,Moderate User
1857.32,0.79,9181.09,7690.66,8795.39,6232.15,0.61,0.42,0.56,0.9,12,3,6755.17,5154.42,2100.78,0.25,12,High Spender
2244.56,0.62,7856.82,7184.64,3106.31,4806.69,0.48,0.12,0.13,0.92,29,49,9930.28,2221.9,2112.73,0.22,9,Cash Advance User
2685.85,0.84,2196.38,4915.64,5935.07,201.13,0.68,0.25,0.84,0.62,24,68,1135.03,9890.67,3184.77,0.23,8,Moderate User
1017.68,0.76,8258.96,4433.78,5020.95,3557.7,0.84,0.27,0.18,0.64,10,76,16510.69,2932.28,3758.23,0.75,8,High Spender
778.76,0.6,1220.8,5265.48,1300.47,1197.69,0.94,0.43,0.29,0.13,1,72,19259.06,7855.76,3930.45,0.04,11,One-off Purchaser
4402.11,0.96,6221.99,2936.33,9898.07,6984.38,0.15,0.61,0.67,0.39,8,14,3344.43,6524.79,820.63,0.25,9,Cash Advance User
2168.62,0.19,8827.54,9045.1,4251.75,101.59,0.63,0.62,0.09,0.33,12,58,4656.34,3007.55,3069.1,0.91,6,High Spender
2060.47,0.94,1011.22,7943.31,5056.59,6984.85,0.58,0.46,0.93,0.35,23,84,2374.25,11697.16,1154.57,0.32,7,Cash Advance User
178.06,0.4,8496.93,8013.96,6475.99,7526.71,0.87,0.27,0.12,0.73,29,19,2499.46,6873.19,3873.25,0.38,9,High Spender
2489.88,0.53,7986.21,4331.54,1915.45,583.88,0.9,0.06,0.67,0.49,9,67,11436.03,380.42,2469.85,0.79,9,Moderate User
2770.85,0.12,5037.75,710.89,2222.27,5758.7,0.76,0.99,0.64,0.5,20,99,4112.29,7551.74,1785.47,0.7,7,Cash Advance User
2794.2,0.54,3088.98,6830.77,1925.58,4391.14,0.6,0.94,0.7,0.25,15,90,5207.86,3098.17,4372.77,0.03,7,One-off Purchaser
3535.16,0.61,4054.38,3744.14,3844.66,7634.21,0.2,0.18,0.43,0.17,17,53,9576.2,14896.34,4329.79,0.11,7,Cash Advance User
887.41,1.0,9686.58,8704.3,1996.77,6385.2,0.28,0.61,0.38,0.41,4,12,10132.74,9711.7,4630.18,0.43,6,High Spender
1261.12,0.98,2016.98,7803.38,9263.96,5555.31,0.6,0.3,0.98,0.06,28,8,6465.47,1452.12,2869.82,0.5,9,Cash Advance User
4053.65,0.97,5796.04,1453.28,7143.14,7404.08,0.14,0.19,0.82,0.16,28,11,19646.79,7569.91,3378.38,0.17,9,Installment User
4735.85,0.35,832.41,6017.16,8978.36,1282.8,0.18,0.68,0.49,0.82,17,23,3153.1,5929.56,2147.19,0.25,12,Moderate User
679.66,0.99,2178.93,6922.14,8484.84,3007.68,0.91,0.79,0.18,0.44,26,27,4637.94,8888.19,4503.68,0.78,6,Moderate User
2488.25,0.46,7633.16,5681.38,7031.52,6743.53,0.96,0.41,0.89,0.98,13,6,9154.31,9894.41,2435.35,0.39,8,Cash Advance User
1070.88,0.85,3025.99,5140.42,2427.46,812.68,0.01,0.06,0.65,0.0,8,47,6511.69,6807.34,3687.52,0.79,10,Moderate User
300.37,0.22,9857.66,2278.63,6153.19,7483.58,0.86,0.4,0.14,0.92,1,14,16826.07,9586.66,4216.41,0.75,6,High Spender
1627.52,0.51,5008.17,2359.07,1862.99,5961.24,0.94,0.53,0.18,0.65,10,16,4360.01,4314.8,2153.14,0.37,9,Cash Advance User
718.44,0.97,5165.39,7680.08,1324.76,3514.66,0.53,0.89,0.54,0.62,22,50,14575.19,555.66,4193.2,0.84,8,One-off Purchaser
3549.67,0.95,363.15,186.9,6325.75,2709.77,0.45,0.66,0.5,0.84,24,72,3391.57,836.62,4434.15,0.62,8,Installment User
2668.63,0.68,9565.27,7789.1,6246.26,1180.85,0.92,0.71,0.41,0.63,17,97,6090.63,12784.45,52.68,0.03,12,High Spender
719.17,0.8,1742.33,5267.99,1566.22,749.39,0.01,0.2,0.43,0.03,7,39,15058.98,5118.05,2186.51,0.2,8,One-off Purchaser
46.21,0.18,5383.41,9362.23,3524.28,3388.76,0.84,0.72,0.17,0.91,6,66,2688.78,14151.57,4779.51,0.21,11,Moderate User
4040.79,0.72,3956.75,9973.22,662.81,6744.79,0.3,0.5,0.26,0.87,0,33,18245.64,7088.19,274.33,0.01,12,One-off Purchaser
880.97,0.62,4155.85,6634.85,7157.33,4254.8,0.64,0.82,0.49,0.52,26,5,7106.71,12644.45,2203.64,0.7,12,Cash Advance User
3031.08,0.09,6433.0,4122.57,9874.96,3609.19,0.32,0.22,0.06,0.13,22,75,7345.19,2058.41,4069.1,0.72,10,Moderate User
1684.61,0.11,6620.89,4750.86,7399.06,2552.34,0.52,0.51,0.35,0.82,28,7,5454.28,12869.24,2416.74,0.82,10,Moderate User
2927.43,0.11,1542.89,2042.15,8441.52,1255.6,0.81,0.21,0.21,0.53,5,26,17557.17,14075.89,3646.49,0.48,9,Moderate User
1578.27,0.72,4995.87,992.34,4763.43,7920.79,0.18,0.29,0.17,0.33,3,77,13158.6,14313.48,4297.99,0.33,8,Cash Advance User
434.7,0.14,7904.77,5787.63,955.84,205.86,0.66,0.83,0.15,0.99,16,85,1838.76,4507.13,1015.57,0.67,8,One-off Purchaser
1114.75,0.47,4432.86,8054.95,7266.07,2494.53,0.9,0.69,0.14,0.16,25,69,18394.49,10783.79,1056.84,0.75,11,Moderate User
940.29,0.36,1658.04,2617.67,2565.2,6155.04,0.9,0.73,0.16,0.16,11,92,18700.02,936.78,3731.13,0.78,7,Cash Advance User
2140.1,0.55,3132.17,4196.53,3882.94,4164.47,0.89,0.07,0.37,0.6,16,5,11455.44,4339.88,1786.24,0.52,6,Cash Advance User
3291.42,0.71,2123.8,5547.74,7030.99,2510.84,0.52,0.73,0.1,0.27,8,45,6984.38,4954.49,1493.69,0.26,6,Moderate User
1319.03,0.68,1258.17,9078.98,9047.85,7941.91,0.77,0.49,0.9,0.41,27,44,4054.81,10633.38,3063.62,0.09,8,Cash Advance User
60.35,0.52,3775.81,1386.31,4862.49,4953.36,0.45,0.46,0.5,0.24,4,39,5963.71,4823.35,4836.1,0.5,9,Cash Advance User
2594.69,0.46,5409.36,2368.83,9616.06,2361.25,0.46,0.41,0.5,0.78,1,3,17651.75,994.6,911.7,0.33,10,Moderate User
3028.8,0.4,727.52,9185.3,5199.04,6783.63,0.28,0.85,0.21,0.27,9,39,4921.23,7015.45,3573.54,0.93,9,Cash Advance User
4814.35,0.86,6038.23,395.36,1225.1,1201.31,0.29,0.18,0.87,0.84,4,23,3837.52,4499.5,3353.61,0.98,8,Moderate User
2947.35,0.33,9930.24,6561.16,5184.34,3708.59,0.04,0.81,0.83,0.74,18,63,7219.95,11570.27,3784.81,0.02,7,High Spender
2355.86,0.26,9641.25,6395.26,8606.28,6716.71,0.53,0.93,0.03,0.3,8,49,6728.56,7723.68,2686.78,0.92,11,High Spender
2867.01,0.74,8291.73,3832.54,5380.45,7869.26,0.31,0.17,0.73,0.8,10,52,15059.77,4619.63,3858.39,0.5,11,High Spender
4639.5,0.36,2663.41,4681.65,7477.55,3064.46,0.19,1.0,0.18,0.32,21,18,8298.02,820.55,31.14,0.71,7,Moderate User
4141.89,0.85,224.08,8549.18,5479.58,1104.88,0.12,0.99,0.56,0.41,19,58,4866.51,3263.44,2892.43,0.18,8,Moderate User
1614.89,0.33,8335.42,1649.82,5460.55,4535.44,0.35,0.62,0.87,0.08,25,18,3736.19,2548.77,664.74,0.87,8,High Spender
1186.27,0.7,557.2,2315.67,2847.61,7551.94,0.9,0.27,0.93,0.57,19,95,10419.18,5229.86,3089.78,0.15,11,Cash Advance User
1313.17,0.05,2056.28,5123.5,2012.6,5324.89,0.52,0.43,0.18,0.82,16,37,19005.29,552.4,3749.36,0.74,9,Cash Advance User
2522.11,0.39,5444.53,4097.45,2789.19,4817.28,0.56,0.17,0.94,0.62,25,20,8879.34,630.84,2203.02,0.75,12,Cash Advance User
3720.25,0.34,1783.78,5743.72,4408.38,2474.34,0.05,0.12,0.07,0.55,14,36,1698.9,13722.33,3376.63,0.03,10,Moderate User
2516.1,0.82,8337.88,9208.39,8095.9,4850.72,0.52,0.7,0.91,0.9,3,86,6198.57,13379.73,4832.95,0.59,9,High Spender
338.98,0.97,7771.6,9171.02,8289.91,7077.42,0.67,0.58,0.77,0.44,1,56,7239.47,10648.95,4765.97,0.64,10,Cash Advance User
3617.9,0.46,7557.7,2300.18,1633.78,3004.21,0.15,0.56,0.91,1.0,17,46,12769.15,10815.49,1492.23,0.77,6,Moderate User
4029.85,0.82,8161.28,3021.45,5528.55,1936.43,0.98,0.25,0.37,0.46,17,80,17485.16,1175.64,1018.01,0.66,12,High Spender
1447.49,0.7,2197.02,1620.69,4160.28,3847.66,0.92,0.23,0.94,0.64,10,30,19319.4,2221.18,3227.26,0.05,6,Moderate User
3320.63,0.97,7288.92,9277.9,5709.36,3009.5,0.99,0.99,0.82,0.05,13,37,5466.42,4204.24,2409.97,0.48,6,Moderate User
2132.96,0.81,3552.82,3978.64,6476.23,3759.41,0.36,0.63,0.33,0.7,27,2,17219.61,7504.39,477.16,0.82,7,Moderate User
4445.6,0.08,6668.45,4497.05,2796.12,765.84,0.82,0.82,0.34,0.32,12,98,2806.38,12718.58,522.92,0.6,7,Moderate User
4226.13,0.71,1220.22,8026.41,9192.42,2689.68,0.33,0.38,0.36,0.13,1,8,11708.61,14758.51,1508.98,0.15,8,Moderate User
2627.16,0.54,7055.87,5129.73,9354.48,6612.38,0.75,0.84,0.59,0.15,16,46,7569.94,11684.29,4994.65,0.17,11,Cash Advance User
3457.53,0.02,9721.08,1197.55,1053.58,3202.57,0.95,0.72,0.18,0.51,29,60,3314.41,2294.6,1685.8,0.31,6,High Spender
4416.75,0.25,436.0,4378.49,7030.18,7743.16,0.16,0.35,0.43,0.59,18,75,4698.43,13475.47,436.51,0.51,10,Cash Advance User
2478.59,0.92,938.29,6305.24,332.32,5670.76,0.14,0.72,0.07,0.7,26,8,6105.17,10382.9,1756.02,0.33,7,One-off Purchaser
1566.25,0.93,1236.37,7192.09,465.64,2928.29,0.1,0.93,0.36,0.45,15,46,14625.47,1332.0,1076.6,0.19,10,One-off Purchaser
3768.33,0.8,4305.64,6453.52,9578.0,2013.31,0.8,0.21,0.67,0.86,29,30,19821.29,5106.79,1777.65,0.61,11,Moderate User
1100.33,0.98,2907.8,1191.81,6948.53,5482.94,0.67,0.55,0.59,0.07,28,84,1608.32,12054.84,2550.41,0.82,12,Installment User
1942.66,0.81,8069.2,3043.45,3245.42,2419.57,0.52,0.97,0.32,0.12,14,39,16181.82,13084.92,4669.4,0.61,7,High Spender
4328.64,0.01,4737.87,7335.65,6698.78,7415.14,0.77,0.82,0.26,0.23,28,48,10715.63,11226.25,143.88,0.15,7,Cash Advance User
3622.11,0.29,4845.37,8801.9,8458.35,930.69,0.85,0.62,0.33,0.1,18,99,3206.39,7221.82,3745.64,0.04,12,Moderate User
2019.06,0.03,7170.38,471.86,8709.03,229.92,0.95,0.07,0.07,0.76,26,51,5413.11,14940.69,79.45,0.59,6,Installment User
1073.72,0.09,3619.69,422.29,205.2,1768.21,0.2,0.41,0.26,0.36,27,41,9090.68,37.13,521.99,0.98,6,Moderate User
1779.84,0.22,3532.07,6434.05,8182.28,4852.95,0.44,0.65,0.71,0.6,26,98,14761.67,1587.57,2064.14,0.19,12,Cash Advance User
1420.52,0.5,7569.26,5480.46,8532.03,6679.7,0.92,0.41,0.18,0.76,10,85,5576.15,6912.6,4250.5,0.61,11,Cash Advance User
880.45,0.85,7800.42,1553.39,5955.7,1361.02,0.46,1.0,0.14,0.55,1,5,13152.55,10637.93,2842.91,0.47,7,Installment User
3716.66,0.86,143.99,5482.92,4799.04,4677.78,0.49,0.75,0.85,0.53,4,14,6198.4,406.52,3219.88,0.83,12,Cash Advance User
1260.35,0.62,1437.9,9744.87,1109.99,1153.22,0.94,0.19,0.24,0.45,15,27,16666.11,6426.06,240.28,0.06,8,One-off Purchaser
2270.84,0.93,2130.98,6309.0,2396.14,4505.43,0.73,0.49,0.25,0.7,3,49,6808.91,3767.69,4161.51,0.44,7,Cash Advance User
1929.3,0.5,3516.0,4491.41,4904.85,145.46,0.55,0.38,0.46,0.53,18,63,16627.39,8403.92,1648.42,0.3,8,Moderate User
4910.39,0.89,2914.48,8275.32,8650.8,4462.46,0.36,0.59,0.47,0.4,27,74,7112.11,4709.06,847.24,0.24,8,Cash Advance User
1955.46,0.45,6685.2,2128.22,8031.34,4174.21,0.92,0.45,0.19,0.62,20,9,11422.36,9805.22,216.46,0.74,6,Cash Advance User
399.91,0.28,8281.35,4143.26,4959.3,342.78,0.01,0.24,0.56,0.96,2,38,16027.25,2204.06,4320.99,0.2,11,High Spender
449.13,0.92,1920.87,5277.68,7856.27,5515.34,0.32,0.72,0.7,0.81,7,94,2827.42,11400.42,2061.44,0.36,8,Cash Advance User
2953.77,0.39,5629.8,5045.4,7657.33,4578.04,0.95,0.11,0.48,0.45,1,19,4180.1,8185.3,3807.99,0.89,10,Cash Advance User
2996.82,0.5,3678.16,9209.72,5790.15,4984.78,0.5,0.53,0.9,0.61,13,3,19175.47,11273.26,2681.57,0.77,10,Cash Advance User
2093.79,0.33,5057.78,2926.68,2203.25,4238.19,0.62,0.31,0.99,0.39,10,45,4447.81,7327.87,2874.28,0.68,6,Cash Advance User
2159.22,0.66,6207.58,565.04,3480.04,5775.95,0.53,0.97,0.53,0.52,4,75,18046.76,5697.85,4809.78,0.37,11,Cash Advance User
269.66,1.0,8936.0,9163.77,1640.65,4200.03,0.4,0.3,0.97,0.73,11,26,10765.2,3559.2,3334.18,0.66,10,High Spender
2582.73,0.03,1922.93,2170.68,71.51,7378.16,0.67,0.34,0.65,0.84,17,48,3062.43,13284.39,2958.98,0.16,7,Cash Advance User
2523.7,0.9,870.07,3790.28,805.25,7548.07,0.77,0.71,0.53,0.06,8,5,10062.11,6550.92,2778.89,0.62,10,Cash Advance User
747.75,0.0,6272.12,5308.92,7596.26,5813.4,0.36,0.13,0.87,0.16,16,52,11649.53,7132.81,2687.55,0.22,12,Cash Advance User
519.2,0.36,3941.31,9758.8,334.86,7294.1,0.59,0.32,0.97,0.58,20,35,3935.22,7906.04,4818.49,0.17,6,One-off Purchaser
617.86,0.17,1629.03,5352.68,3998.53,7385.24,0.08,0.7,1.0,0.7,15,21,15529.49,7795.54,1720.67,0.74,7,Cash Advance User
505.14,0.76,1170.87,4477.43,9857.8,2095.99,0.55,0.03,0.76,0.66,28,88,3215.22,8806.14,162.21,0.82,7,Moderate User
3048.54,0.05,5589.1,5836.38,7952.39,7951.44,0.75,0.31,0.49,0.25,25,60,2958.13,2021.4,526.69,0.85,8,Cash Advance User
982.41,0.55,3004.71,9708.08,7506.18,2139.49,0.59,0.01,0.3,0.65,29,31,11892.13,12504.88,3973.75,0.07,6,Moderate User
1257.15,0.29,9974.26,8179.45,2747.09,148.31,0.88,0.15,0.56,0.46,19,51,16841.43,5165.32,4608.65,0.13,9,High Spender
867.86,0.13,4059.01,1689.68,6417.3,7697.8,0.29,0.6,0.78,0.24,18,76,12678.45,2286.24,352.58,0.9,9,Installment User
4789.18,0.77,2122.87,8032.6,4987.12,1789.74,0.49,0.46,0.03,0.88,24,51,1882.14,2573.38,472.7,0.39,9,Moderate User
4273.09,0.22,6288.49,8410.99,6238.24,4672.97,0.09,0.16,0.27,0.53,16,76,9309.0,5419.48,484.28,0.73,6,Cash Advance User
1152.47,0.22,2442.55,6906.94,4358.16,7765.35,0.7,0.08,0.35,0.86,12,52,14718.1,3869.9,892.0,0.34,6,Cash Advance User
1637.83,0.28,4940.86,6572.33,5309.63,395.6,0.44,0.06,0.78,0.42,28,29,6008.41,12519.81,606.96,0.21,12,Moderate User
1049.46,0.59,4825.76,4408.77,9883.96,2154.5,0.53,0.09,0.61,0.63,27,28,14233.34,13184.03,1857.99,0.95,12,Moderate User
2459.38,0.66,4535.58,6416.95,3293.13,4870.59,0.13,0.1,0.43,0.82,14,96,8486.46,10678.45,2013.48,0.22,10,Cash Advance User
98.05,0.02,7960.86,7375.75,2164.53,6100.46,1.0,0.09,0.92,0.33,6,59,19354.41,12177.04,2615.98,0.62,12,Cash Advance User
3356.84,0.24,2166.13,1228.2,4484.94,6458.93,0.77,0.06,0.54,0.86,9,30,10197.61,196.17,3937.37,0.34,12,Cash Advance User
2615.79,0.43,9043.07,2573.3,5243.21,7070.76,0.4,0.7,0.72,0.35,15,30,17144.33,1286.71,2913.31,0.93,10,High Spender
4493.19,0.33,7913.41,1940.82,856.29,1347.49,0.57,0.94,0.66,0.2,21,29,7622.29,12150.4,438.82,0.82,6,Moderate User
821.96,0.88,3331.22,8412.12,8059.72,2960.3,0.62,0.86,0.86,0.74,0,77,15057.4,7050.88,4031.92,0.26,12,Moderate User
4020.55,0.79,1806.03,6800.03,4220.53,5714.03,0.96,0.27,0.81,0.33,15,22,7200.7,14101.21,3736.12,0.41,6,Cash Advance User
3959.81,0.63,2795.35,4507.79,4131.87,5722.48,0.77,0.2,0.99,0.95,3,99,6408.43,12742.38,3834.22,0.54,7,Cash Advance User
635.91,0.34,3326.36,8260.56,6588.4,2464.44,0.35,0.05,0.38,0.8,9,96,4334.32,5070.71,2863.35,0.04,10,Moderate User
1992.8,0.7,5569.33,7167.81,7732.44,2433.78,0.98,0.16,0.16,0.23,0,27,13169.3,4810.73,2099.03,0.31,10,Moderate User
850.76,0.84,463.68,9135.93,9859.4,2565.14,0.3,0.57,0.76,0.99,18,39,10096.7,13238.03,851.14,0.66,10,Moderate User
1273.6,0.59,9143.59,768.07,1735.2,7136.64,0.58,1.0,0.87,0.36,11,31,7853.07,6522.7,4740.6,0.07,11,High Spender
1316.23,0.78,986.75,5091.57,3455.56,7276.09,0.7,0.86,0.05,0.56,0,89,2053.78,6736.61,4344.89,0.3,7,Cash Advance User
2781.18,0.75,2792.73,7067.48,1682.57,118.62,0.27,0.51,0.33,0.07,17,67,13526.14,8021.16,1245.87,0.66,9,One-off Purchaser
2057.05,0.57,1092.87,2074.93,8808.55,2600.13,0.96,0.42,0.81,0.04,16,22,14026.48,11501.32,1611.1,0.23,10,Moderate User
4738.66,0.31,2566.73,3271.26,5484.93,3136.28,0.22,0.15,0.68,0.3,26,13,7081.54,5436.29,308.92,0.23,9,Moderate User
631.85,0.75,8376.74,4189.76,8524.4,7859.08,0.44,0.42,0.76,0.01,28,96,13528.37,6266.59,3726.76,0.2,8,High Spender
4868.46,0.21,6151.76,7943.26,9852.25,7553.34,0.18,0.59,0.54,0.28,4,68,17723.38,6737.95,3292.66,0.8,11,Cash Advance User
1153.19,0.78,2273.23,4935.76,5502.07,5026.6,0.87,0.6,0.38,0.52,21,73,7607.11,12572.0,3939.37,0.77,11,Cash Advance User
3864.37,0.8,8717.59,4928.7,1181.52,366.44,0.22,0.56,0.81,0.69,27,72,14674.59,6256.03,519.74,0.72,7,High Spender
1694.85,0.82,8007.12,4308.88,3612.68,1529.74,0.03,0.82,0.55,0.25,17,7,17065.34,12489.96,544.12,0.82,8,High Spender
715.41,0.47,7536.49,2285.89,361.89,3473.65,0.04,0.51,0.52,0.41,2,76,9316.69,8306.59,4253.96,0.13,9,Moderate User
4289.45,0.19,8476.33,9230.72,8493.01,7672.28,0.41,0.47,0.73,0.38,17,56,3924.82,9000.9,3438.05,0.68,7,High Spender
1544.3,0.1,6196.5,3178.01,178.87,757.64,0.52,0.31,0.19,0.33,22,76,1745.77,9577.28,1502.8,0.49,10,Moderate User
3294.28,0.74,5014.37,5674.66,5921.85,6330.82,0.04,0.18,0.59,0.39,15,47,15056.73,5747.73,2229.31,0.31,9,Cash Advance User
2832.22,0.89,3739.35,1487.8,1061.33,1529.53,0.09,0.0,0.3,0.49,11,1,10932.24,9105.04,2094.27,0.38,6,Moderate User
